feat	id
KRBOX1	4832
ARHGEF25	4833
PLCXD2	4834
CDRT1	4835
CD302	4836
EGFL8	4837
ARHGAP8	4838
UGT1A1	4839
PLEKHO2	4840
PWP2	4841
ARHGDIG	4842
PEG10	4843
ARPIN	4844
UGT1A10	4845
HLA-DMB	4846
CCDC169	4847
RTL5	4848
EIF4EBP3	4849
PSG4	4850
MICAL3	4851
PRAF2	4852
TICAM2	4853
C4orf48	4854
TNFRSF6B	4855
UPK3B	4856
CFB	4857
TMEM35B	4858
OR2A7	4859
ZNF512	4860
GSTA1	4861
IFITM10	4862
DBNDD2	4863
ETV5	4864
SCARF2	4865
APOBEC3C	4866
CTAGE8	4867
C4A	4868
HBB	4869
ZNF585B	4870
CEBPA	4871
H2AJ	4872
ADH1C	4873
PRR5-ARHGAP8	4874
FMN1	4875
TMEM150C	4876
TMEM158	4877
ARPC4-TTLL3	4878
TRMT9B	4879
CHCHD10	4880
GPR162	4881
SELENOP	4882
MSANTD3-TMEFF1	4883
FOXD1	4884
C8orf88	4885
CCDC71L	4886
HOXA10	4887
TMEM200B	4888
C1orf210	4889
TRNP1	4890
PCDHGA11	4891
CLDN23	4892
LYN	4893
MEX3A	4894
SLC22A18AS	4895
EID3	4896
EID1	4897
TRIL	4898
CTSO	4899
TRAPPC2B	4900
ZNF486	4901
SMIM3	4902
LIMS4	4903
ZNF350	4904
ZNF253	4905
MGAM2	4906
SPESP1	4907
TRIM34	4908
RNASE4	4909
MC1R	4910
TUBB3	4911
TMEM179	4912
NDUFC2-KCTD14	4913
ITGB3	4914
SLC22A31	4915
HOXB7	4916
CCPG1	4917
TMEM178B	4918
EPPK1	4919
MIA	4920
SPON1	4921
MYZAP	4922
FAM72C	4923
IKBKE	4924
MSMB	4925
RHEX	4926
ANXA8L1	4927
GJA5	4928
ANXA8	4929
CFAP298-TCP10L	4930
ZNF488	4931
TXNIP	4932
BAHCC1	4933
RASSF5	4934
MYO15B	4935
UPK3BL1	4936
SMIM22	4937
MAGEA9B	4938
SLC6A14	4939
ARL14EPL	4940
SSX2B	4941
MAGEA2	4942
CTAG1A	4943
CSAG2	4944
CSAG3	4945
CT45A1	4946
CT45A3	4947
FBXO17	4948
NXF2	4949
CT45A10	4950
H4C15	4951
H4C14	4952
RASL10B	4953
SRXN1	4954
MMP28	4955
CCL5	4956
LIX1L	4957
MILR1	4958
H2AC19	4959
CD24	4960
ZNF595	4961
PCDHB16	4962
C2orf15	4963
SNURF	4964
H3-2	4965
LHX1	4966
H2BC8	4967
GAGE13	4968
CBSL	4969
TBC1D3L	4970
GAGE2E	4971
PRAG1	4972
FCGBP	4973
HNF1B	4974
FP565260.1	4975
ARHGAP23	4976
PRSS2	4977
SIK1B	4978
PCDHGB5	4979
RAB7B	4980
DACH1	4981
H2AC8	4982
F8A3	4983
F8A1	4984
SRCIN1	4985
MARCKS	4986
NEFL	4987
H2AB3	4988
RDM1	4989
ZNF229	4990
TMEM191B	4991
H3C10	4992
GATD3B	4993
PCDH20	4994
TMEM265	4995
IQCJ-SCHIP1	4996
CNTNAP3C	4997
FAM95C	4998
UPK3BL2	4999
ABCF2-H2BE1	5000
